"school.name","school.city","school.state","school.ownership","school.degrees_awarded.highest","school.degrees_awarded.predominant"
"University of Massachusetts-Lowell","Lowell","MA",1,4,3
"University of Massachusetts-Amherst","Amherst","MA",1,4,3
"University of Massachusetts-Boston","Boston","MA",1,4,3
"Massachusetts Bay Community College","Wellesley Hills","MA",1,2,2
"MCPHS University","Boston","MA",2,4,3
"Massachusetts College of Art and Design","Boston","MA",1,4,3
"Massachusetts Institute of Technology","Cambridge","MA",2,4,3
"Massachusetts Maritime Academy","Buzzards Bay","MA",1,4,3
"University of Massachusetts Chan Medical School","Worcester","MA",1,4,4
"William James College","Newton","MA",2,4,3
"Massachusetts School of Barbering","Quincy","MA",3,1,1
"Massasoit Community College","Brockton","MA",1,2,2
"Merrimack College","North Andover","MA",2,4,3
"MGH Institute of Health Professions","Boston","MA",2,4,3
"Middlesex Community College","Bedford","MA",1,2,2
"Montserrat College of Art","Beverly","MA",2,3,3
"Mount Holyoke College","South Hadley","MA",2,4,3
"Mount Wachusett Community College","Gardner","MA",1,2,2
"Rob Roy Academy-New Bedford","New Bedford","MA",3,1,1
"The New England Conservatory of Music","Boston","MA",2,4,3
"New England College of Optometry","Boston","MA",2,4,3
"New England Law-Boston","Boston","MA",2,4,4
"Nichols College","Dudley","MA",2,4,3
"Massachusetts College of Liberal Arts","North Adams","MA",1,4,3
"North Bennet Street School","Boston","MA",2,1,1
"North Shore Community College","Danvers","MA",1,2,2
"Northeastern University","Boston","MA",2,4,3
"Northern Essex Community College","Haverhill","MA",1,2,2
"College of Our Lady of the Elms","Chicopee","MA",2,4,3
"Pope St John XXIII National Seminary","Weston","MA",2,4,4
"Quincy College","Quincy","MA",1,3,2
"Quinsigamond Community College","Worcester","MA",1,2,2
"Regis College","Weston","MA",2,4,3
"Roxbury Community College","Roxbury Crossing","MA",1,2,2
"Saint John's Seminary","Brighton","MA",2,4,3
"Salem State University","Salem","MA",1,4,3
"Simmons University","Boston","MA",2,4,3
"Bard College at Simon's Rock","Great Barrington","MA",2,3,2
"Smith College","Northampton","MA",2,4,3
"Southeastern Technical Institute","South Easton","MA",1,1,1
"Springfield College","Springfield","MA",2,4,3
"Springfield Technical Community College","Springfield","MA",1,2,2
"University of Massachusetts-Dartmouth","North Dartmouth","MA",1,4,3
"Stonehill College","Easton","MA",2,4,3
"Suffolk University","Boston","MA",2,4,3
"Rob Roy Academy-Taunton","Taunton","MA",3,1,1
"Tufts University","Medford","MA",2,4,3
"Wellesley College","Wellesley","MA",2,3,3
"Wentworth Institute of Technology","Boston","MA",2,4,3
"Western New England University","Springfield","MA",2,4,3
"Westfield State University","Westfield","MA",1,4,3
"Wheaton College (Massachusetts)","Norton","MA",2,3,3
"Williams College","Williamstown","MA",2,4,3
"Worcester Polytechnic Institute","Worcester","MA",2,4,3
"Worcester State University","Worcester","MA",1,4,3
"Adrian College","Adrian","MI",2,4,3
"Albion College","Albion","MI",2,3,3
"Hillsdale Beauty College","Hillsdale","MI",3,1,1
"Northwestern Technological Institute","Southfield","MI",3,1,1
"Alma College","Alma","MI",2,4,3
"Alpena Community College","Alpena","MI",1,3,2
"Andrews University","Berrien Springs","MI",2,4,3
"Aquinas College","Grand Rapids","MI",2,4,3
"Baker College","Owosso","MI",2,4,3
"Bay de Noc Community College","Escanaba","MI",1,2,2
"Bayshire Academy of Beauty Craft Inc","Bay City","MI",3,1,1
"Calvin University","Grand Rapids","MI",2,4,3
"Calvin Theological Seminary","Grand Rapids","MI",2,4,4
"Carnegie Institute","Troy","MI",3,1,1
"Michigan School of Psychology","Farmington Hills","MI",2,4,4
"Central Michigan University","Mount Pleasant","MI",1,4,3
"Mott Community College","Flint","MI",1,2,2
"Empire Beauty School-Michigan","Grand Rapids","MI",3,1,1
"Cleary University","Howell","MI",2,4,3
"Concordia University Ann Arbor","Ann Arbor","MI",2,4,3
"Cranbrook Academy of Art","Bloomfield Hills","MI",2,4,4
"College for Creative Studies","Detroit","MI",2,4,3
"Davenport University","Grand Rapids","MI",2,4,3
"David Pressley School of Cosmetology","Royal Oak","MI",3,1,1
"Delta College","University Center","MI",1,2,2
"Detroit Business Institute-Downriver","Riverview","MI",3,1,1
"MIAT College of Technology","Canton","MI",3,2,1
"University of Detroit Mercy","Detroit","MI",2,4,3
"Dorsey College","Madison Heights","MI",3,1,1
"Eastern Michigan University","Ypsilanti","MI",1,4,3
"Creative Hair School of Cosmetology","Flint","MI",3,1,1
"Ferris State University","Big Rapids","MI",1,4,3
"Glen Oaks Community College","Centreville","MI",1,2,2
"Kettering University","Flint","MI",2,4,3
"Gogebic Community College","Ironwood","MI",1,2,2
"Grace Christian University","Wyoming","MI",2,4,3
"Cornerstone University","Grand Rapids","MI",2,4,3
"Grand Rapids Community College","Grand Rapids","MI",1,2,2
"Grand Valley State University","Allendale","MI",1,4,3
"Great Lakes Christian College","Lansing","MI",2,3,3
"Henry Ford College","Dearborn","MI",1,3,1
"Hillsdale College","Hillsdale","MI",2,4,3
"Hope College","Holland","MI",2,3,3
"Jackson College","Jackson","MI",1,3,2
"Kalamazoo College","Kalamazoo","MI",2,3,3
"Kalamazoo Valley Community College","Kalamazoo","MI",1,2,2
"Kellogg Community College","Battle Creek","MI",1,2,2
"Kirtland Community College","Grayling","MI",1,2,2
"Michigan College of Beauty-Monroe","Monroe","MI",3,1,1
"Lake Michigan College","Benton Harbor","MI",1,2,2
"Lake Superior State University","Sault Ste Marie","MI",1,3,3
"Lansing Community College","Lansing","MI",1,2,2
"Lawrence Technological University","Southfield","MI",2,4,3
"M J Murphy Beauty College of Mount Pleasant","Mount Pleasant","MI",3,1,1
"Macomb Community College","Warren","MI",1,2,2
"Madonna University","Livonia","MI",2,4,3
"Rochester University","Rochester Hills","MI",2,4,3
"University of Michigan-Ann Arbor","Ann Arbor","MI",1,4,3
"The Michigan Barber School","Detroit","MI",2,1,1
"Michigan State University","East Lansing","MI",1,4,3
"Michigan Technological University","Houghton","MI",1,4,3
"University of Michigan-Dearborn","Dearborn","MI",1,4,3
"University of Michigan-Flint","Flint","MI",1,4,3
"Mid Michigan College","Harrison","MI",1,2,2
"Monroe County Community College","Monroe","MI",1,2,2
"Montcalm Community College","Sidney","MI",1,2,2
"Muskegon Community College","Muskegon","MI",1,2,2
"North Central Michigan College","Petoskey","MI",1,2,2
"Northern Michigan University","Marquette","MI",1,4,3
"Northwestern Michigan College","Traverse City","MI",1,3,2
"Northwood University","Midland","MI",2,4,3
"Oakland Community College","Auburn Hills","MI",1,2,2
"Oakland University","Rochester Hills","MI",1,4,3
"The University of Olivet","Olivet","MI",2,4,3
"Port Huron Cosmetology College","Waterford","MI",3,1,1
"Kuyper College","Grand Rapids","MI",2,4,3
"Ross Medical Education Center-Lansing","Lansing","MI",3,1,1
"Ross Medical Education Center-Warren","Warren","MI",3,1,1
"Ross Medical Education Center-Flint","Flint","MI",3,1,1
"Sacred Heart Major Seminary","Detroit","MI",2,4,1
"Saginaw Valley State University","University Center","MI",1,4,3
"Schoolcraft Community College District","Livonia","MI",1,3,2
"Siena Heights University","Adrian","MI",2,4,3
"St Clair County Community College","Port Huron","MI",1,2,2
"Southwestern Michigan College","Dowagiac","MI",1,2,2
"Spring Arbor University","Spring Arbor","MI",2,4,3
"Michigan Career and Technical Institute","Plainwell","MI",1,1,1
"Thomas M Cooley Law School","Lansing","MI",2,4,4
"Twin City Beauty College","Saint Joseph","MI",3,1,1
"Walsh College","Troy","MI",2,4,3
"Washtenaw Community College","Ann Arbor","MI",1,2,1
"Wayne County Community College District","Detroit","MI",1,2,2
"Wayne State University","Detroit","MI",1,4,3
"West Shore Community College","Scottville","MI",1,2,2
"Paul Mitchell the School-Grand Rapids","Kentwood","MI",3,1,1
"Western Michigan University","Kalamazoo","MI",1,4,3
"Western Theological Seminary","Holland","MI",2,4,4
"Academy College","Bloomington","MN",3,3,3
"Alexandria Technical & Community College","Alexandria","MN",1,2,2
"Anoka Technical College","Anoka","MN",1,2,1
"Anoka-Ramsey Community College","Coon Rapids","MN",1,2,2
"Augsburg University","Minneapolis","MN",2,4,3
"Riverland Community College","Austin","MN",1,2,2
"Northwest Technical College","Bemidji","MN",1,2,2
"Bemidji State University","Bemidji","MN",1,4,3
"Bethany Lutheran College","Mankato","MN",2,4,3
"Bethel University","Saint Paul","MN",2,4,3
"Central Lakes College-Brainerd","Brainerd","MN",1,2,2
"Carleton College","Northfield","MN",2,3,3
"Concordia College at Moorhead","Moorhead","MN",2,4,3
"Concordia University-Saint Paul","Saint Paul","MN",2,4,3
"Dakota County Technical College","Rosemount","MN",1,2,2
"Martin Luther College","New Ulm","MN",2,4,3
"Lake Superior College","Duluth","MN",1,2,2
"Minnesota State Community and Technical College","Fergus Falls","MN",1,2,2
"Minnesota West Community and Technical College","Granite Falls","MN",1,2,1
"Gustavus Adolphus College","Saint Peter","MN",2,3,3
"Hamline University","Saint Paul","MN",2,4,3
"Hazelden Betty Ford Graduate School","Center City","MN",2,4,4
"Hennepin Technical College","Brooklyn Park","MN",1,2,1
"Minnesota North College","Hibbing","MN",1,2,2
"Aveda Arts & Sciences Institute Minneapolis","Minneapolis","MN",3,1,1
"Inver Hills Community College","Inver Grove Heights","MN",1,2,2
"Luther Seminary","Saint Paul","MN",2,4,4
"Macalester College","Saint Paul","MN",2,3,3
"South Central College","North Mankato","MN",1,2,2
"Minnesota State University-Mankato","Mankato","MN",1,4,3
"Mayo Clinic College of Medicine and Science","Rochester","MN",2,4,1
"Metropolitan State University","Saint Paul","MN",1,4,3
"University of Minnesota-Twin Cities","Minneapolis","MN",1,4,3
"University of Minnesota-Crookston","Crookston","MN",1,3,3
"Minneapolis College of Art and Design","Minneapolis","MN",2,4,3
"Minneapolis Community and Technical College","Minneapolis","MN",1,2,2
"Herzing University-Minneapolis","St. Louis Park","MN",2,4,3
"Nova Academy of Cosmetology Woodbury","WOODBURY","MN",3,1,1
"University of Minnesota-Duluth","Duluth","MN",1,4,3
"University of Minnesota-Morris","Morris","MN",1,3,3
"Model College of Hair Design","Saint Cloud","MN",3,1,1
"Minnesota State University Moorhead","Moorhead","MN",1,4,3
"North Hennepin Community College","Brooklyn Park","MN",1,2,2
"Normandale Community College","Bloomington","MN",1,2,2
"North Central University","Minneapolis","MN",2,4,3
"Northland Community and Technical College","Thief River Falls","MN",1,2,2
"University of Northwestern-St Paul","Saint Paul","MN",2,4,3
"Northwestern Health Sciences University","Bloomington","MN",2,4,2
"Oak Hills Christian College","Bemidji","MN",2,3,2
"Pine Technical & Community College","Pine City","MN",1,2,1
"Rochester Community and Technical College","Rochester","MN",1,2,2
"College of Saint Benedict","Saint Joseph","MN",2,3,3
"St Cloud Technical and Community College","Saint Cloud","MN",1,2,2
"Saint Cloud State University","Saint Cloud","MN",1,4,3
"Saint Johns University","Collegeville","MN",2,4,3
"Saint Mary's University of Minnesota","Winona","MN",2,4,3
"St Olaf College","Northfield","MN",2,3,3
"Crown College","Saint Bonifacius","MN",2,4,3
"The College of Saint Scholastica","Duluth","MN",2,4,3
"University of St Thomas","Saint Paul","MN",2,4,3
"Empire Beauty School-Bloomington","Bloomington","MN",3,1,1
"St Catherine University","Saint Paul","MN",2,4,3
"Rasmussen University-Minnesota","St. Cloud","MN",3,4,2
"Saint Paul College","Saint Paul","MN",1,2,1
"Southwest Minnesota State University","Marshall","MN",1,4,3
"Summit Academy Opportunities Industrialization Center","Minneapolis","MN",2,1,1
"United Theological Seminary of the Twin Cities","St. Paul","MN",2,4,4
"Dunwoody College of Technology","Minneapolis","MN",2,3,2
"Ridgewater College","Willmar","MN",1,2,2
"Minnesota State College Southeast","Winona","MN",1,2,1
"Winona State University","Winona","MN",1,4,3
"Mitchell Hamline School of Law","Saint Paul","MN",2,4,4
"Century College","White Bear Lake","MN",1,2,2
"Alcorn State University","Alcorn State","MS",1,4,3
"Belhaven University","Jackson","MS",2,4,3
"Blue Mountain Christian University","Blue Mountain","MS",2,4,3
"Chris Beauty College","Gulfport","MS",3,1,1
"Coahoma Community College","Clarksdale","MS",1,2,1
"Copiah-Lincoln Community College","Wesson","MS",1,2,2
"Delta State University","Cleveland","MS",1,4,3
"East Central Community College","Decatur","MS",1,2,2
"East Mississippi Community College","Scooba","MS",1,2,2
"Fosters Cosmetology College","Ripley","MS",3,1,1
"Academy of Hair Design-Grenada","Grenada","MS",3,1,1
"Hinds Community College","Raymond","MS",1,2,2
"Holmes Community College","Goodman","MS",1,2,2
"Itawamba Community College","Fulton","MS",1,2,2
"Jackson State University","Jackson","MS",1,4,3
"Jones County Junior College","Ellisville","MS",1,2,2
"Meridian Community College","Meridian","MS",1,2,2
"Millsaps College","Jackson","MS",2,4,3
"Mississippi Delta Community College","Moorhead","MS",1,2,2
"University of Mississippi","University","MS",1,4,3
"Mississippi University for Women","Columbus","MS",1,4,3
"Mississippi Valley State University","Itta Bena","MS",1,4,3
"Mississippi College","Clinton","MS",2,4,3
"Hatfield's Mississippi College of Beauty Culture","Laurel","MS",3,1,1
"Mississippi Gulf Coast Community College","Perkinston","MS",1,2,2
"Mississippi State University","Mississippi State","MS",1,4,3
"Northeast Mississippi Community College","Booneville","MS",1,2,2
"Northwest Mississippi Community College","Senatobia","MS",1,2,2
"Pearl River Community College","Poplarville","MS",1,2,2
"Rust College","Holly Springs","MS",2,3,3
"Southeastern Baptist College","Laurel","MS",2,3,2
"Southwest Mississippi Community College","Summit","MS",1,2,2
"University of Southern Mississippi","Hattiesburg","MS",1,4,3
"Tougaloo College","Tougaloo","MS",2,4,3
"Vaughn Beauty College","Aberdeen","MS",3,1,1
"Wesley Biblical Seminary","Ridgeland","MS",2,4,4
"William Carey University","Hattiesburg","MS",2,4,3
"Aquinas Institute of Theology","Saint Louis","MO",2,4,4
"Avila University","Kansas City","MO",2,4,3
"Mission University","Springfield","MO",2,4,3
"House of Heavilin Beauty College-Blue Springs","Blue Springs","MO",3,1,1
"Cox College","Springfield","MO",2,4,3
"Calvary University","Kansas City","MO",2,4,3
"Cape Girardeau Career and Technology Center","Cape Girardeau","MO",1,1,1
"Central Christian College of the Bible","Moberly","MO",2,4,3
"Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO",2,3,3
"University of Central Missouri","Warrensburg","MO",1,4,3
"Grand River Technical School","Chillicothe","MO",1,1,1
"Cleveland University-Kansas City","Overland Park","KS",2,4,3
"Columbia College","Columbia","MO",2,4,3
"Conception Seminary College","Conception","MO",2,3,3
"Concordia Seminary","Saint Louis","MO",2,4,4
"Cottey College","Nevada","MO",2,3,3
"Covenant Theological Seminary","Saint Louis","MO",2,4,4
"Crowder College","Neosho","MO",1,2,2
"Culver-Stockton College","Canton","MO",2,4,3
"Drury University","Springfield","MO",2,4,3
"East Central College","Union","MO",1,2,2
"Eden Theological Seminary","Webster Groves","MO",2,4,4
"Pinnacle Career Institute","Kansas City","MO",3,2,1
"Evangel University","Springfield","MO",2,4,3
"Fontbonne University","Saint Louis","MO",2,4,3
"Four Rivers Career Center","Washington","MO",1,1,1
"Ozarks Technical Community College","Springfield","MO",1,2,2
"Hannibal-LaGrange University","Hannibal","MO",2,4,3
"Harris-Stowe State University","Saint Louis","MO",1,3,3
"House of Heavilin Beauty College-Kansas City","Kansas City","MO",3,1,1
"Summit Salon Academy Kansas City","Independence","MO",3,1,1
"Jefferson College","Hillsboro","MO",1,2,2
"Paul Mitchell the School-Missouri Columbia","Columbia","MO",3,1,1
"Barnes-Jewish College Goldfarb School of Nursing","Saint Louis","MO",2,4,3
"Kansas City Art Institute","Kansas City","MO",2,3,3
"Kenrick Glennon Seminary","Saint Louis","MO",2,4,4
"A T Still University of Health Sciences","Kirksville","MO",2,4,4
"Lex La-Ray Technical Center","Lexington","MO",1,1,1
"Lincoln University","Jefferson City","MO",1,4,3
"Lindenwood University","Saint Charles","MO",2,4,3
"State Technical College of Missouri","Linn","MO",1,2,2
"Logan University","Chesterfield","MO",2,4,3
"Metropolitan Community College-Kansas City","Kansas City","MO",1,2,2
"Maryville University of Saint Louis","Saint Louis","MO",2,4,3
"Missouri College of Cosmetology and Esthetics","Jefferson City","MO",3,1,1
"Midwest Institute","Earth City","MO",3,2,1
