"","date","locality","state","school.name","location","title","event_type","organizations","participants","claims_summary","size_mean","year","schools","method","school.city","school.state","school.ownership","school.degrees_awarded.highest","state_politics","public","region","pal","arrests"
"910",2024-10-07,"new orleans","la","Tulane University of Louisiana","tulane university",NA,NA,"Tulane Students Supporting Israel","students; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",200,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","Arrests"
"911",2024-10-07,"new orleans","la","Tulane University of Louisiana","tulane university",NA,NA,NA,"students","against pro-Palestine demonstration;in solidarity with Israel",18,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","Arrests"
"912",2024-10-07,"new orleans","la","Tulane University of Louisiana","tulane university",NA,NA,"Tulane SDS; Loyola SDS","students","against genocide in Gaza;for Palestinian liberation",20,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","Arrests"
"913",2024-10-07,"new orleans","la","University of New Orleans","university of new orleans","For Gaza We Rise",NA,"Palestinian Youth Movement; Students United; PSL; FRSO New Orleans; Queer & Trans Community Action Project; Muslim Student Association; UNO Progressive Black Student Union; UNO SDS","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","New Orleans","LA",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"914",2024-10-07,"amherst","ma","University of Massachusetts-Amherst","university of massachusetts amherst",NA,NA,NA,"autonomous activists","against University of Massachusetts Amherst's complicity in genocide in Gaza;against ties to weapons manufacturers;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"MA",1,4,"Democratic-State","Public","northeast","Gaza Related","Arrests"
"915",2024-10-07,"boston","ma","Boston University","boston university","Community Vigil Honoring and Mourning Our Martyrs",NA,"SASA; BU YDSA; BU PLC; BU SJP; Organization of Pakistani Students",NA,"in remembrance of people killed in Palestine and Lebanon;for Palestinian liberation",150,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"916",2024-10-07,"boston","ma","Boston University","boston university",NA,NA,"BU Students for Israel; BU Hillel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"917",2024-10-07,"boston","ma","Boston University","boston university","Writing Names of Our Martyrs",NA,"BU SJP","students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"918",2024-10-07,"boston","ma","Boston University","boston university","Prayers & Duaa for the Martyrs",NA,"BU Muslim Student Organization","students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",60,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"919",2024-10-07,"boston","ma","Northeastern University","northeastern university",NA,NA,"Northeastern Hillel","students; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",200,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"920",2024-10-07,"cambridge","ma","Harvard University","harvard university",NA,NA,"Harvard Hillel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"921",2024-10-07,"cambridge","ma","Massachusetts Institute of Technology","massachusetts institute of technology","MIT, Arms Embargo Now",NA,"MIT Alumni for Palestine; MIT Graduates for Palestine; MIT Coalition Against Apartheid; Emerson SJP; Boston University SJP; BDS Boston; Tufts SJP; Palestinian Youth Movement","students; community members","for divesting Massachusetts Institute of Technology from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"922",2024-10-07,"cambridge","ma","Massachusetts Institute of Technology","massachusetts institute of technology","A Day of Remembrance",NA,"MIT Alumni for Palestine; MIT Graduates for Palestine; MIT Coalition Against Apartheid; Emerson SJP; Boston University SJP; BDS Boston; Tufts SJP; Palestinian Youth Movement","students","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"923",2024-10-07,"medford","ma","Tufts University","tufts university","One Year of Genocide",NA,"Tufts SJP","students","against genocide in Gaza;against Israel's attacks on Lebanon;for divesting Tufts University from Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Medford","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"924",2024-10-07,"northampton","ma","Smith College","smith college","For Gaza We Rise",NA,"Smith SJP","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Northampton","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"925",2024-10-07,"williamstown","ma","Williams College","williams college","Vigil of Commemoration and Lament",NA,NA,NA,"in commemoration of anniversary of October 7 attacks;in recognition of suffering and loss from ensuing conflict and other humanitarian crises around the world",50,2024,NA,"Chenoweth","Williamstown","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"926",2024-10-07,"baltimore","md","Johns Hopkins University","johns hopkins university","One Year of Genocide",NA,"Hopkins Justice Collective","students","against genocide in Gaza;for divesting Johns Hopkins University from Israel;for Palestinian liberation",45,2024,NA,"Chenoweth","Baltimore","MD",2,4,"Democratic-State","Private","south","Gaza Related","No Arrests"
"927",2024-10-07,"college park","md","University of Maryland-College Park","university of maryland","One Year",NA,"Jewish Student Union; Chabad; Sigma Delta Tau; Zeta Beta Tau; Kedma; University of Maryland Hillel","students; staff; community members; elected officials","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel;against antisemitism",1000,2024,NA,"Chenoweth",NA,"MD",1,4,"Democratic-State","Public","south","Gaza Related","No Arrests"
"928",2024-10-07,"college park","md","University of Maryland-College Park","university of maryland",NA,NA,"UMD SJP; JVP; TerpCHRP","students","against genocide in Gaza;for Palestinian liberation",225,2024,NA,"Chenoweth",NA,"MD",1,4,"Democratic-State","Public","south","Gaza Related","No Arrests"
"929",2024-10-07,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan",NA,NA,"TAHRIR Coalition","students","against genocide in Gaza;for Palestinian liberation",125,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"930",2024-10-07,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan",NA,NA,NA,NA,"against pro-Palestine demonstration;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"931",2024-10-07,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan",NA,NA,"Jewish Federation of Greater Ann Arbor","students; community members; faith leaders; IDF soldiers","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",225,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"932",2024-10-07,"detroit","mi","Wayne State University","wayne state university","End the Genocide!",NA,"SDS Wayne State; Detroit Anti-War Committee; SJP","students","for divesting Wayne State University from Israel;for ending U.S. aid to Israel;against genocide in Gaza;for Palestinian liberation",200,2024,NA,"Chenoweth","Detroit","MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"933",2024-10-07,"duluth","mn","University of Minnesota-Duluth","university of minnesota duluth",NA,NA,"UMD Students for Justice and Liberation","students","against genocide in Gaza;for Palestinian liberation",22,2024,NA,"Chenoweth",NA,"MN",1,4,"Democratic-State","Public","midwest","Gaza Related","No Arrests"
"934",2024-10-07,"minneapolis","mn","University of Minnesota-Twin Cities","university of minnesota","For Gaza We Rise",NA,"SJP at UMN; University of Minnesota Divestment Coalition","students","against genocide in Gaza;for Palestinian liberation",100,2024,NA,"Chenoweth",NA,"MN",1,4,"Democratic-State","Public","midwest","Gaza Related","Arrests"
"935",2024-10-07,"minneapolis","mn","University of Minnesota-Twin Cities","university of minnesota",NA,NA,NA,NA,"against pro-Palestine demonstration;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"MN",1,4,"Democratic-State","Public","midwest","Gaza Related","Arrests"
"936",2024-10-07,"minneapolis","mn","University of Minnesota-Twin Cities","university of minnesota",NA,NA,"Minnesota Hillel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"MN",1,4,"Democratic-State","Public","midwest","Gaza Related","Arrests"
"937",2024-10-07,"minneapolis","mn","University of Minnesota-Twin Cities","university of minnesota",NA,NA,NA,"former students","against pro-Israel vigil;for Palestinian liberation",15,2024,NA,"Chenoweth",NA,"MN",1,4,"Democratic-State","Public","midwest","Gaza Related","Arrests"
"938",2024-10-07,"saint paul","mn","Hamline University","hamline university","Community Vigil",NA,"Hamline Students for Justice; Hmong Student Association; Asian Pacific American Coalition; Hamline Sculpture Guild","students","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation;in remembrance of Marcellus Williams",NA,2024,NA,"Chenoweth","Saint Paul","MN",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"939",2024-10-07,"saint paul","mn","St Catherine University","saint catherine university","Walkout and Die-In for Disclosure",NA,"St. Kates SJP","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"MN",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"940",2024-10-07,"chapel hill","nc","University of North Carolina at Chapel Hill","university of north carolina chapel hill",NA,NA,NA,NA,"in commemoration of the anniversary of the October 7th attack on Israel;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"NC",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"941",2024-10-07,"chapel hill","nc","University of North Carolina at Chapel Hill","university of north carolina chapel hill","Vigil for Our Martyrs",NA,"UNC SJP; Mothers for Ceasefire","students; community members","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NC",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"942",2024-10-07,"charlotte","nc","University of North Carolina at Charlotte","university of north carolina charlotte","For Gaza We Rise",NA,"UNCC SJP","students","for divesting University of North Carolina Charlotte from Israel;against repression of pro-Palestinian protests on campusagainst genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NC",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"943",2024-10-07,"durham","nh","University of New Hampshire-Main Campus","university of new hampshire","Vigil for Palestine",NA,"Palestine Solidarity Coalition",NA,"in remembrance of Palestinians killed in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NH",1,4,"Republican-State","Public","northeast","Gaza Related","Arrests"
"944",2024-10-07,"hanover","nh","Dartmouth College","dartmouth college",NA,NA,"Hillel at Dartmouth; Rohr Chabad Center at Dartmouth","community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel;against antisemitism",100,2024,NA,"Chenoweth","Hanover","NH",2,4,"Republican-State","Private","northeast","Gaza Related","Arrests"
